Material,Material Description,Plant,Storage Location,Movement Type,Posting Date,Qty in Un. of Entry,Unit of Entry,Movement Type Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Entry Date,Amount in LC,Purchase Order,Movement indicator,Base Unit of Measure,Quantity,Material Doc. Year,Debit/Credit ind,Trans./Event Type,Material Type,Vendor Code
31015062,PRINTED CIRCUIT BOARD MAKE: IKA P.NO.278,8110,INSP,101,2020-10-20,1,NO,GR goods receipt,2020-10-16,1,NO,NO,1,2020-10-20,59222,4400045506.0,B,NO,1,2020,S,WE,ZCON,50196.0
31015062,PRINTED CIRCUIT BOARD MAKE: IKA P.NO.278,8110,INSP,101,2020-07-21,7,NO,GR goods receipt,2020-07-20,7,NO,NO,7,2020-07-21,414554,4400042284.0,B,NO,7,2020,S,WE,ZCON,51582.0
31015095,EMERGENCY SWITCH,8110,INSP,101,2021-02-01,1,NO,GR goods receipt,2021-01-29,1,NO,NO,1,2021-02-01,191,4400047023.0,B,NO,1,2021,S,WE,ZCON,51582.0
31015095,EMERGENCY SWITCH,8110,INSP,101,2021-02-01,1,NO,GR goods receipt,2021-01-29,1,NO,NO,1,2021-02-01,191,4400046722.0,B,NO,1,2021,S,WE,ZCON,51009.0
31015102,FLASH CARD READER,8110,INSP,101,2020-06-13,2,NO,GR goods receipt,2020-06-11,2,NO,NO,2,2020-06-13,2192,4400040517.0,B,NO,2,2020,S,WE,ZCON,57046.0
31015197,HOLE SAW CUTTER 25MM WITH ADOPTER,8110,CCPJ,101,2020-09-23,6,NO,GR goods receipt,2020-09-22,6,NO,NO,6,2020-09-23,2850,4400045548.0,B,NO,6,2020,S,WE,ZCON,55744.0
31015206,"DIAPHRAGM DN10,TYPE:SCREW.MOC:EPDM",8110,EQSP,101,2021-01-12,75,NO,GR goods receipt,2021-01-12,75,NO,NO,75,2021-01-12,34898,4400047401.0,B,NO,75,2021,S,WE,ZCON,53595.0
31015238,"MS REDUCERS 1.5""X 1""C CLASS",8320,RD01,101,2020-07-20,2,NO,GR goods receipt,2020-07-18,2,NO,NO,2,2020-07-20,44,4400043588.0,B,NO,2,2020,S,WE,ZCON,58095.0
31015243,"DOUBLE CYLINDER TROLLEY FOR N2, O2 GASES",8110,UTL,101,2020-11-05,2,NO,GR goods receipt,2020-10-23,2,NO,NO,2,2020-11-05,7700,4400045986.0,B,NO,2,2020,S,WE,ZCON,55685.0
31015303,"SMF BATTERY 12V, 120AH",8110,ELSP,101,2020-10-13,72,NO,GR goods receipt,2020-10-12,72,NO,NO,72,2020-10-13,536400,4400046055.0,B,NO,72,2020,S,WE,ZCON,55685.0
31015303,"SMF BATTERY 12V, 120AH",8110,ELSP,101,2020-05-14,68,NO,GR goods receipt,2020-05-14,68,NO,NO,68,2020-05-14,472600,4400041030.0,B,NO,68,2020,S,WE,ZCON,55685.0
31015332,"TC CLAMPS 3/4"" OD",8110,UTL,101,2021-03-04,30,NO,GR goods receipt,2021-03-01,30,NO,NO,30,2021-03-04,3750,4400048731.0,B,NO,30,2021,S,WE,ZCON,55685.0
31015347,"ANALOG OUTPUT  MODULE, MAKE: MITSUBISHI,",8110,INSP,101,2020-10-06,1,NO,GR goods receipt,2020-10-05,1,NO,NO,1,2020-10-06,18522,4400045177.0,B,NO,1,2020,S,WE,ZCON,51471.0
31015373,EDTA,8110,BOIS,101,2020-04-20,200,KG,GR goods receipt,2020-04-20,200,KG,KG,200,2020-04-20,112000,4400040823.0,B,KG,200,2020,S,WE,ZCON,50424.0
31015426,"PNEUMATIC REGULATOR (BELLOFRAM), MAKE: M",8110,INSP,101,2020-10-14,1,NO,GR goods receipt,2020-09-24,1,NO,NO,1,2020-10-14,284132,4700003182.0,B,NO,1,2020,S,WE,ZCON,52640.0
31015461,SODIUM CHLORIDE GR MERCK 1KG; 1.06404.10,8110,4017,101,2020-08-25,2,NO,GR goods receipt,2020-08-21,2,NO,NO,2,2020-08-25,3976,4400044064.0,B,NO,2,2020,S,WE,ZCON,55331.0
31015461,SODIUM CHLORIDE GR MERCK 1KG; 1.06404.10,8110,4017,101,2020-04-23,4,NO,GR goods receipt,2020-04-22,4,NO,NO,4,2020-04-23,7129,4400040267.0,B,NO,4,2020,S,WE,ZCON,51096.0
31015468,"FILTER DRIER CG052, 1/4""SPORLON, MAKE: B",8320,RD01,101,2020-10-13,3,NO,GR goods receipt,2020-09-28,3,NO,NO,3,2020-10-13,912,4400044963.0,B,NO,3,2020,S,WE,ZCON,52118.0
31015469,"DRIER CORE D48- ALCO, MAKE: BLUE STAR, P",8320,RD01,101,2020-10-13,3,NO,GR goods receipt,2020-09-28,3,NO,NO,3,2020-10-13,1967,4400044963.0,B,NO,3,2020,S,WE,ZCON,53657.0
31015484,B 75 V BELTS,8110,HVAC,101,2020-06-08,12,NO,GR goods receipt,2020-06-01,12,NO,NO,12,2020-06-08,3924,4400042122.0,B,NO,12,2020,S,WE,ZCON,58183.0
31015510,MS C CHANNEL (75 X 50 MM),8110,BOIS,101,2021-02-15,800,KG,GR goods receipt,2021-02-15,800,KG,KG,800,2021-02-15,42320,4400048576.0,B,KG,800,2021,S,WE,ZCON,58183.0
31015510,MS C CHANNEL (75 X 50 MM),8110,HVAC,101,2020-12-08,"1,060.00",KG,GR goods receipt,2020-12-05,"1,060.00",KG,KG,"1,060.00",2020-12-08,47700,4400046775.0,B,KG,"1,060.00",2020,S,WE,ZCON,58183.0
31015522,"PLA RELAY ,MAKE: OMRON, SUPPLY: 24VDC 8P",8110,INSP,101,2021-03-11,20,NO,GR goods receipt,2021-03-11,20,NO,NO,20,2021-03-11,4100,4400049563.0,B,NO,20,2021,S,WE,ZCON,51570.0
31015522,"PLA RELAY ,MAKE: OMRON, SUPPLY: 24VDC 8P",8110,INSP,101,2020-06-17,20,NO,GR goods receipt,2020-06-16,20,NO,NO,20,2020-06-17,3360,4400042592.0,B,NO,20,2020,S,WE,ZCON,57046.0
31015542,"PH CONDUCTVITY PROBE; MAKE: THERMO, MODE",8110,PRCN,101,2021-02-05,4,NO,GR goods receipt,2021-02-03,4,NO,NO,4,2021-02-05,134656,4400047963.0,B,NO,4,2021,S,WE,ZCON,55900.0
31015542,"PH CONDUCTVITY PROBE; MAKE: THERMO, MODE",8110,PRCN,101,2021-01-16,3,NO,GR goods receipt,2021-01-12,3,NO,NO,3,2021-01-16,100992,4400043947.0,B,NO,3,2021,S,WE,ZCON,56152.0
31015553,TAPE CASSETTE 12MM WHITE;TZE 231,8110,INSP,101,2021-02-23,2,EA,GR goods receipt,2021-02-17,2,EA,EA,2,2021-02-23,2200,4400047273.0,B,EA,2,2021,S,WE,ZCON,50263.0
31015553,TAPE CASSETTE 12MM WHITE;TZE 231,8110,PRCN,101,2020-06-27,2,EA,GR goods receipt,2020-06-22,2,EA,EA,2,2020-06-27,2200,4400042354.0,B,EA,2,2020,S,WE,ZCON,50048.0
31015580,HAMMER DRILL BIT 10MM,8110,EQSP,101,2021-02-24,3,NO,GR goods receipt,2021-02-22,3,NO,NO,3,2021-02-24,330,4400048659.0,B,NO,3,2021,S,WE,ZCON,58424.0
31015581,"HAMMER DRILL BIT, 8MM, MAKE: BOSCH",8110,CCPJ,101,2021-03-26,3,NO,GR goods receipt,2021-03-23,3,NO,NO,3,2021-03-26,270,4400049795.0,B,NO,3,2021,S,WE,ZCON,50424.0
31015581,"HAMMER DRILL BIT, 8MM, MAKE: BOSCH",8110,EQSP,101,2021-02-24,5,NO,GR goods receipt,2021-02-22,5,NO,NO,5,2021-02-24,500,4400048659.0,B,NO,5,2021,S,WE,ZCON,50424.0
31015581,"HAMMER DRILL BIT, 8MM, MAKE: BOSCH",8110,EQSP,101,2020-06-01,3,NO,GR goods receipt,2020-05-30,3,NO,NO,3,2020-06-01,330,4400042079.0,B,NO,3,2020,S,WE,ZCON,55541.0
31015599,R 407C GAS,8110,HVAC,101,2020-06-19,45,KG,GR goods receipt,2020-06-18,45,KG,KG,45,2020-06-19,17685,4400041341.0,B,KG,45,2020,S,WE,ZCON,54798.0
31015602,"PRESSURE GAUGE, RANGE: 0 TO 7KG/CM2,END",8110,INSP,101,2020-10-17,10,NO,GR goods receipt,2020-10-16,10,NO,NO,10,2020-10-17,6205,4400045961.0,B,NO,10,2020,S,WE,ZCON,51009.0
31015602,"PRESSURE GAUGE, RANGE: 0 TO 7KG/CM2,END",8110,INSP,101,2020-09-04,10,NO,GR goods receipt,2020-08-31,10,NO,NO,10,2020-09-04,6205,4400044329.0,B,NO,10,2020,S,WE,ZCON,56124.0
31015642,SOLENOID COIL MAKE:ROTEX MODEL:IP 67 TYP,8110,BOIS,101,2021-03-12,5,NO,GR goods receipt,2021-03-08,5,NO,NO,5,2021-03-12,29688,4400049668.0,B,NO,5,2021,S,WE,ZCON,56463.0
31015643,"BUFFER SOLUTION 250ml PC CPY3-4,ENDRESS",8110,INSP,101,2020-11-11,1,NO,GR goods receipt,2020-11-05,1,NO,NO,1,2020-11-11,4582,4400046282.0,B,NO,1,2020,S,WE,ZCON,57300.0
31015643,"BUFFER SOLUTION 250ml PC CPY3-4,ENDRESS",8110,INSP,101,2020-11-10,2,NO,GR goods receipt,2020-10-28,2,NO,NO,2,2020-11-10,8932,4400046099.0,B,NO,2,2020,S,WE,ZCON,56920.0
31015687,"1 1/2"" MS PIPE C-CLASS",8110,UTL,101,2021-02-15,30,M,GR goods receipt,2021-02-11,30,M,M,30,2021-02-15,8520,4400048638.0,B,M,30,2021,S,WE,ZCON,55316.0
31015691,SS BOLTS & NUTS WITH WASHER SIZE: M3X20,8110,EQSP,101,2021-02-18,200,NO,GR goods receipt,2021-02-16,200,NO,NO,200,2021-02-18,1000,4400048657.0,B,NO,200,2021,S,WE,ZCON,55316.0
31015691,SS BOLTS & NUTS WITH WASHER SIZE: M3X20,8110,EQSP,101,2020-07-08,50,NO,GR goods receipt,2020-07-08,50,NO,NO,50,2020-07-08,150,4400043234.0,B,NO,50,2020,S,WE,ZCON,54814.0
31015694,SS BOLTS & NUTS WITH WASHER SIZE: M4X20,8110,EQSP,101,2020-07-08,50,NO,GR goods receipt,2020-07-08,50,NO,NO,50,2020-07-08,150,4400043234.0,B,NO,50,2020,S,WE,ZCON,54814.0
31015698,SS BOLTS & NUTS WITH WASHER SIZE: M5X15,8110,EQSP,101,2020-07-08,50,NO,GR goods receipt,2020-07-08,50,NO,NO,50,2020-07-08,150,4400043234.0,B,NO,50,2020,S,WE,ZCON,54814.0
31015701,SS BOLTS & NUTS WITH WASHER SIZE: M5X30M,8110,EQSP,101,2021-02-18,100,NO,GR goods receipt,2021-02-16,100,NO,NO,100,2021-02-18,450,4400048657.0,B,NO,100,2021,S,WE,ZCON,54814.0
31015705,SS BOLTS & NUTS WITH WASHER SIZE: M6X20M,8110,UTL,101,2020-06-24,100,NO,GR goods receipt,2020-06-24,100,NO,NO,100,2020-06-24,582,4400042118.0,B,NO,100,2020,S,WE,ZCON,54814.0
31015706,SS BOLTS & NUTS WITH WASHER SIZE: M6X25M,8110,EQSP,101,2020-07-08,50,NO,GR goods receipt,2020-07-08,50,NO,NO,50,2020-07-08,175,4400043234.0,B,NO,50,2020,S,WE,ZCON,58499.0
31015708,SS BOLTS & NUTS WITH WASHER SIZE: M6X40M,8110,EQSP,101,2021-02-18,50,NO,GR goods receipt,2021-02-16,50,NO,NO,50,2021-02-18,300,4400048657.0,B,NO,50,2021,S,WE,ZCON,54814.0
31015715,SS BOLTS & NUTS WITH WASHER SIZE: M8X30M,8110,EQSP,101,2021-02-18,25,NO,GR goods receipt,2021-02-16,25,NO,NO,25,2021-02-18,200,4400048657.0,B,NO,25,2021,S,WE,ZCON,55451.0
31015721,SS BOLTS & NUTS WITH WASHER SIZE: M10X25,8110,UTL,101,2021-03-29,100,NO,GR goods receipt,2021-03-23,100,NO,NO,100,2021-03-29,1330,4400049430.0,B,NO,100,2021,S,WE,ZCON,55451.0
31015725,SS BOLTS & NUTS WITH WASHER SIZE: M10X10,8110,EQSP,101,2020-07-08,16,NO,GR goods receipt,2020-07-08,16,NO,NO,16,2020-07-08,160,4400043234.0,B,NO,16,2020,S,WE,ZCON,52192.0
31015730,SS BOLTS & NUTS WITH WASHER SIZE: M12X75,8110,EQSP,101,2020-07-08,30,NO,GR goods receipt,2020-07-08,30,NO,NO,30,2020-07-08,660,4400043234.0,B,NO,30,2020,S,WE,ZCON,52609.0
31015773,SS GRUB SCREWS SIZE: M3X5MM,8110,EQSP,101,2021-02-18,40,NO,GR goods receipt,2021-02-16,40,NO,NO,40,2021-02-18,60,4400048657.0,B,NO,40,2021,S,WE,ZCON,54399.0
31015774,SS GRUB SCREWS SIZE: M3X10MM,8110,EQSP,101,2021-02-18,40,NO,GR goods receipt,2021-02-16,40,NO,NO,40,2021-02-18,80,4400048657.0,B,NO,40,2021,S,WE,ZCON,50798.0
31015776,SS GRUB SCREWS SIZE: M4X10MM,8110,EQSP,101,2021-02-18,40,NO,GR goods receipt,2021-02-16,40,NO,NO,40,2021-02-18,80,4400048657.0,B,NO,40,2021,S,WE,ZCON,50798.0
31015780,SS GRUB SCREWS SIZE: M6X10MM,8110,EQSP,101,2021-02-18,40,NO,GR goods receipt,2021-02-16,40,NO,NO,40,2021-02-18,64,4400048657.0,B,NO,40,2021,S,WE,ZCON,50798.0
31015782,SS GRUB SCREWS SIZE: M10X10MM,8110,PRCN,101,2021-03-27,10,NO,GR goods receipt,2021-03-25,10,NO,NO,10,2021-03-27,140,4400050312.0,B,NO,10,2021,S,WE,ZCON,57680.0
31015788,"NYLON TC CLAMP 1"" TO 1 1/2""-COEL PAMER(L",8110,PRCN,101,2020-12-29,20,NO,GR goods receipt,2020-12-24,20,NO,NO,20,2020-12-29,65800,4400044607.0,B,NO,20,2020,S,WE,ZCON,57680.0
31015788,"NYLON TC CLAMP 1"" TO 1 1/2""-COEL PAMER(L",8110,PRCN,101,2020-04-09,10,NO,GR goods receipt,2020-03-23,10,NO,NO,10,2020-04-09,28700,4400040042.0,B,NO,10,2020,S,WE,ZCON,57680.0
31015789,PIPPETTE CONTOLLER-ACCU JET PRO;BRAND-26,8110,PRCN,101,2021-01-28,3,NO,GR goods receipt,2021-01-28,3,NO,NO,3,2021-01-28,108910,4400047615.0,B,NO,3,2021,S,WE,ZCON,57680.0
31015789,PIPPETTE CONTOLLER-ACCU JET PRO;BRAND-26,8110,PRCN,101,2020-09-15,3,NO,GR goods receipt,2020-09-15,3,NO,NO,3,2020-09-15,108910,4400044830.0,B,NO,3,2020,S,WE,ZCON,57680.0
31015789,PIPPETTE CONTOLLER-ACCU JET PRO;BRAND-26,8110,PRCN,101,2020-09-05,1,NO,GR goods receipt,2020-09-05,1,NO,NO,1,2020-09-05,36303,4400044830.0,B,NO,1,2020,S,WE,ZCON,57680.0
31015862,GASKET P.NO: 0007-1858-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,5044,4700003173.0,B,NO,2,2020,S,WE,ZCON,57680.0
31015863,GASKET P.NO: 0007-2612-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,14259,4700003173.0,B,NO,2,2020,S,WE,ZCON,52913.0
31015864,GASKET P.NO: 0007-2906-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,4,NO,GR goods receipt,2020-09-21,4,NO,NO,4,2020-12-10,9229,4700003173.0,B,NO,4,2020,S,WE,ZCON,58381.0
31015864,GASKET P.NO: 0007-2906-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,4436,4700003173.0,B,NO,2,2020,S,WE,ZCON,58381.0
31015864,GASKET P.NO: 0007-2906-620;MAKE: GEA WES,8110,UTL,101,2020-11-26,2,NO,GR goods receipt,2020-10-01,2,NO,NO,2,2020-11-26,4451,4700003218.0,B,NO,2,2020,S,WE,ZCON,58381.0
31015865,GASKET P.NO: 0007-2926-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,5491,4700003173.0,B,NO,2,2020,S,WE,ZCON,58381.0
31015866,GASKET P.NO: 0007-2994-620;MAKE: GEA WES,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,4736,4700003173.0,B,NO,2,2020,S,WE,ZCON,58381.0
31015911,"HOSEPIPE 1"" T/C END 5 METERS; BASCO SCIE",8110,PRCN,101,2021-01-11,5,NO,GR goods receipt,2021-01-09,5,NO,NO,5,2021-01-11,349450,4400047184.0,B,NO,5,2021,S,WE,ZCON,53681.0
31015911,"HOSEPIPE 1"" T/C END 5 METERS; BASCO SCIE",8110,PRCN,101,2020-10-17,2,NO,GR goods receipt,2020-10-17,2,NO,NO,2,2020-10-17,139780,4400044104.0,B,NO,2,2020,S,WE,ZCON,51471.0
31015919,"LIMIT SWITCH, MAKE:GANESH,MODEL:GLSRN",8110,INSP,101,2021-03-20,10,NO,GR goods receipt,2021-03-18,10,NO,NO,10,2021-03-20,3500,4400049597.0,B,NO,10,2021,S,WE,ZCON,51471.0
31015927,"PLC CPU, MAKE: SIEMENS, CPU 1214C  DC/DC",8110,INSP,101,2020-06-04,1,NO,GR goods receipt,2020-06-04,1,NO,NO,1,2020-06-04,17566,4400041356.0,B,NO,1,2020,S,WE,ZCON,55541.0
31015929,"EXPANSION AI CARD, MAKE: SIEMENS, SM1231",8110,INSP,101,2020-06-04,1,NO,GR goods receipt,2020-06-04,1,NO,NO,1,2020-06-04,16931,4400041356.0,B,NO,1,2020,S,WE,ZCON,54540.0
31015931,"RELAYS, MAKE:PHONIX CONTACT, NO: 2961105",8110,INSP,101,2021-03-11,50,NO,GR goods receipt,2021-03-11,50,NO,NO,50,2021-03-11,13600,4400049563.0,B,NO,50,2021,S,WE,ZCON,54540.0
31015953,PERKINS DG  SUPER DUTY VLE 15W40/M ( 210,8110,ELSP,101,2020-07-10,420,L,GR goods receipt,2020-07-04,420,L,L,420,2020-07-10,81081,4400042078.0,B,L,420,2020,S,WE,ZCON,54540.0
31015954,PERKINS DG EXTENDED LIFE COOLANT ( 20LTR,8110,ELSP,101,2020-07-10,200,L,GR goods receipt,2020-07-04,200,L,L,200,2020-07-10,121095,4400042078.0,B,L,200,2020,S,WE,ZCON,54540.0
31015955,PERKINS DG OIL FILTER; SE111B/4324909,8110,ELSP,101,2020-07-10,12,NO,GR goods receipt,2020-07-04,12,NO,NO,12,2020-07-10,18416,4400042078.0,B,NO,12,2020,S,WE,ZCON,56152.0
31015956,PERKINS DG FUEL FILTER; SE429B/4,8110,ELSP,101,2020-07-10,2,NO,GR goods receipt,2020-07-04,2,NO,NO,2,2020-07-10,9799,4400042078.0,B,NO,2,2020,S,WE,ZCON,54658.0
31015957,PERKINS DG PRE FILTER; 2020,8110,ELSP,101,2020-07-10,2,NO,GR goods receipt,2020-07-04,2,NO,NO,2,2020-07-10,19528,4400042078.0,B,NO,2,2020,S,WE,ZCON,56152.0
31015958,PERKINS DG AIR FILTER; SEV551H/4,8110,ELSP,101,2020-07-10,4,NO,GR goods receipt,2020-07-04,4,NO,NO,4,2020-07-10,133138,4400042078.0,B,NO,4,2020,S,WE,ZCON,52609.0
31015969,TGA 7 STD FURNACE RECT CONNECTOR; N51902,8110,4017,101,2020-07-15,1,NO,GR goods receipt,2020-07-14,1,NO,NO,1,2020-07-15,173042,4400042673.0,B,NO,1,2020,S,WE,ZCON,57837.0
31016009,ANGULAR CONTACT BALL BEARING P.NO.0011-7,8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,13236,4700003576.0,B,NO,2,2021,S,WE,ZCON,53866.0
31016009,ANGULAR CONTACT BALL BEARING P.NO.0011-7,8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,15112,4700003112.0,B,NO,2,2020,S,WE,ZCON,54889.0
31016010,GASKET PART NO.0007-3532-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,28724,4700003173.0,B,NO,2,2020,S,WE,ZCON,50210.0
31016088,"M8X15MM ALLEN CSK SCREW,MOC;SS304",8110,EQSP,101,2020-08-17,100,NO,GR goods receipt,2020-08-17,100,NO,NO,100,2020-08-17,500,4400044285.0,B,NO,100,2020,S,WE,ZCON,55541.0
31016101,SPRING SET FOR MECH.SEAL09-M451K-D20/30E,8110,EQSP,101,2020-12-26,2,NO,GR goods receipt,2020-12-22,2,NO,NO,2,2020-12-26,4592,4400044227.0,B,NO,2,2020,S,WE,ZCON,56152.0
31016119,SLIDE RING PACKING P.NO: 0004-2635-000;,8110,EQSP,101,2020-06-29,1,NO,GR goods receipt,2020-05-05,1,NO,NO,1,2020-06-29,311594,4700002925.0,B,NO,1,2020,S,WE,ZCON,57850.0
31016158,DN15 PTFE/EPDM DIAPHRAGM FOR 601 15D5940,8110,EQSP,101,2020-12-19,25,NO,GR goods receipt,2020-12-09,25,NO,NO,25,2020-12-19,53220,4700003238.0,B,NO,25,2020,S,WE,ZCON,55954.0
31016180,"GASKET, PART NO: 0007-2925-750",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,136,4700003576.0,B,NO,2,2021,S,WE,ZCON,55954.0
31016180,"GASKET, PART NO: 0007-2925-750",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,154,4700003112.0,B,NO,2,2020,S,WE,ZCON,55954.0
31016181,"PROXIMATY SENSOR, PART NO: 0005-3634-000",8320,RD01,101,2021-03-29,1,NO,GR goods receipt,2020-08-25,1,NO,NO,1,2021-03-29,18925,4700003576.0,B,NO,1,2021,S,WE,ZCON,58588.0
31016181,"PROXIMATY SENSOR, PART NO: 0005-3634-000",8320,RD01,101,2020-10-01,1,NO,GR goods receipt,2020-09-07,1,NO,NO,1,2020-10-01,20785,4700003112.0,B,NO,1,2020,S,WE,ZCON,55355.0
31016182,"GASKET, PART NO: 0007-2608-750",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,318,4700003576.0,B,NO,2,2021,S,WE,ZCON,55355.0
31016182,"GASKET, PART NO: 0007-2608-750",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,359,4700003112.0,B,NO,2,2020,S,WE,ZCON,55355.0
31016183,"TANGENTIAL BELT, PART NO: 0021-3835-900",8110,UTL,101,2020-08-25,1,NO,GR goods receipt,2020-07-31,1,NO,NO,1,2020-08-25,12643,4700003090.0,B,NO,1,2020,S,WE,ZCON,55355.0
31016184,"GROOVED BALL BEARING, PART NO: 0011-6207",8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,5547,4700003173.0,B,NO,2,2020,S,WE,ZCON,55355.0
31016184,"GROOVED BALL BEARING, PART NO: 0011-6207",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,5051,4700003576.0,B,NO,2,2021,S,WE,ZCON,55355.0
31016184,"GROOVED BALL BEARING, PART NO: 0011-6207",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,5548,4700003112.0,B,NO,2,2020,S,WE,ZCON,55355.0
31016185,"GROOVED BALL BEARING, PART NO: 0011-6203",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,2000,4700003576.0,B,NO,2,2021,S,WE,ZCON,55355.0
31016185,"GROOVED BALL BEARING, PART NO: 0011-6203",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,11016,4700003112.0,B,NO,2,2020,S,WE,ZCON,55355.0
31016187,"GASKET, PART NO: 0007-1938-520",8110,UTL,101,2020-08-25,3,NO,GR goods receipt,2020-07-31,3,NO,NO,3,2020-08-25,2455,4700003090.0,B,NO,3,2020,S,WE,ZCON,50424.0
31016187,"GASKET, PART NO: 0007-1938-520",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,1430,4700003576.0,B,NO,2,2021,S,WE,ZCON,56992.0
31016187,"GASKET, PART NO: 0007-1938-520",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,1617,4700003112.0,B,NO,2,2020,S,WE,ZCON,50424.0
31016188,"GASKET, PART NO: 0007-2501-520",8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,2801,4700003173.0,B,NO,2,2020,S,WE,ZCON,56992.0
31016188,"GASKET, PART NO: 0007-2501-520",8110,EQSP,101,2020-12-10,4,NO,GR goods receipt,2020-09-21,4,NO,NO,4,2020-12-10,5603,4700003173.0,B,NO,4,2020,S,WE,ZCON,55316.0
31016188,"GASKET, PART NO: 0007-2501-520",8110,UTL,101,2020-08-25,5,NO,GR goods receipt,2020-07-31,5,NO,NO,5,2020-08-25,7130,4700003090.0,B,NO,5,2020,S,WE,ZCON,50115.0
31016188,"GASKET, PART NO: 0007-2501-520",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,2489,4700003576.0,B,NO,2,2021,S,WE,ZCON,50115.0
31016188,"GASKET, PART NO: 0007-2501-520",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,2815,4700003112.0,B,NO,2,2020,S,WE,ZCON,55918.0
31016190,"GASKET, PART NO: 0007-2502-520",8110,UTL,101,2020-08-25,5,NO,GR goods receipt,2020-07-31,5,NO,NO,5,2020-08-25,4490,4700003090.0,B,NO,5,2020,S,WE,ZCON,58499.0
31016195,"GASKET, PART NO: 0007-2825-520",8110,UTL,101,2020-11-26,3,NO,GR goods receipt,2020-10-01,3,NO,NO,3,2020-11-26,16810,4700003218.0,B,NO,3,2020,S,WE,ZCON,51156.0
31016195,"GASKET, PART NO: 0007-2825-520",8110,UTL,101,2020-08-25,2,NO,GR goods receipt,2020-07-31,2,NO,NO,2,2020-08-25,11371,4700003090.0,B,NO,2,2020,S,WE,ZCON,50402.0
31016195,"GASKET, PART NO: 0007-2825-520",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,9923,4700003576.0,B,NO,2,2021,S,WE,ZCON,50402.0
31016195,"GASKET, PART NO: 0007-2825-520",8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,11226,4700003112.0,B,NO,2,2020,S,WE,ZCON,50402.0
31016196,"GASKET, PART NO: 0007-2421-520",8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,17942,4700003173.0,B,NO,2,2020,S,WE,ZCON,58343.0
31016197,"GASKET, PART NO: 0007-3655-520",8110,UTL,101,2020-08-25,3,NO,GR goods receipt,2020-07-31,3,NO,NO,3,2020-08-25,4660,4700003090.0,B,NO,3,2020,S,WE,ZCON,58343.0
31016197,"GASKET, PART NO: 0007-3655-520",8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,2711,4700003576.0,B,NO,2,2021,S,WE,ZCON,51096.0
